,Cell type,test,cell tissue,cell source,material
2315,RFPEC,MTS,FatPad,Rat,Au
2316,RFPEC,MTS,FatPad,Rat,Au
2317,RFPEC,MTS,FatPad,Rat,Au
2318,RFPEC,MTS,FatPad,Rat,Au
2319,RFPEC,MTS,FatPad,Rat,Au
2320,RFPEC,MTS,FatPad,Rat,Au
2321,RFPEC,MTS,FatPad,Rat,Au
2322,RFPEC,MTS,FatPad,Rat,Au
2323,RFPEC,MTS,FatPad,Rat,Au
2324,RFPEC,MTS,FatPad,Rat,Au
2325,RFPEC,MTS,FatPad,Rat,Au
2326,RFPEC,MTS,FatPad,Rat,Au
2327,RFPEC,MTS,FatPad,Rat,Au
2328,RFPEC,MTS,FatPad,Rat,Au
2329,RFPEC,MTS,FatPad,Rat,Au
2330,MDCK-II,MTS,Kidney,Dog,Au
2331,MDCK-II,MTS,Kidney,Dog,Au
2332,MDCK-II,MTS,Kidney,Dog,Au
2333,MDCK-II,MTS,Kidney,Dog,Au
2334,MDCK-II,MTS,Kidney,Dog,Au
2335,MDCK-II,MTS,Kidney,Dog,Au
2336,MDCK-II,MTS,Kidney,Dog,Au
2337,MDCK-II,MTS,Kidney,Dog,Au
2338,MDCK-II,MTS,Kidney,Dog,Au
2339,MDCK-II,MTS,Kidney,Dog,Au
2340,MDCK-II,MTS,Kidney,Dog,Au
2341,MDCK-II,MTS,Kidney,Dog,Au
2342,MDCK-II,MTS,Kidney,Dog,Au
2343,MDCK-II,MTS,Kidney,Dog,Au
2344,HCT-116,MTT,Colon,Human,ZrO2
2345,HCT-116,MTT,Colon,Human,ZrO2
2346,HCT-116,MTT,Colon,Human,ZrO2
2347,HCT-116,MTT,Colon,Human,ZrO2
2348,A549,MTT,Lung,Human,ZrO2
2349,A549,MTT,Lung,Human,ZrO2
2350,A549,MTT,Lung,Human,ZrO2
2351,A549,MTT,Lung,Human,ZrO2
2352,VERO,MTT,Kidney,Monkey,ZrO2
2353,VERO,MTT,Kidney,Monkey,ZrO2
2354,VERO,MTT,Kidney,Monkey,ZrO2
2355,VERO,MTT,Kidney,Monkey,ZrO2
2356,HCT-116,Live/Dead,Colon,Human,ZrO2
2357,HCT-116,Live/Dead,Colon,Human,ZrO2
2358,HCT-116,Live/Dead,Colon,Human,ZrO2
2359,HCT-116,Live/Dead,Colon,Human,ZrO2
2360,A549,Live/Dead,Lung,Human,ZrO2
2361,A549,Live/Dead,Lung,Human,ZrO2
2362,A549,Live/Dead,Lung,Human,ZrO2
2363,A549,Live/Dead,Lung,Human,ZrO2
2364,NIH3T3,MTT,Embryo,Mouse,ZrO2
2365,NIH3T3,MTT,Embryo,Mouse,ZrO2
2366,NIH3T3,MTT,Embryo,Mouse,ZrO2
2367,NIH3T3,MTT,Embryo,Mouse,ZrO2
2368,NIH3T3,MTT,Embryo,Mouse,ZrO2
2369,NIH3T3,MTT,Embryo,Mouse,TiO2
2370,NIH3T3,MTT,Embryo,Mouse,TiO2
2371,NIH3T3,MTT,Embryo,Mouse,TiO2
2372,NIH3T3,MTT,Embryo,Mouse,TiO2
2373,NIH3T3,MTT,Embryo,Mouse,TiO2
2374,WISH,MTT,Amnion,Human,TiO2
2375,WISH,MTT,Amnion,Human,TiO2
2376,WISH,MTT,Amnion,Human,TiO2
2377,WISH,MTT,Amnion,Human,TiO2
2378,WISH,MTT,Amnion,Human,TiO2
2379,WISH,NRU,Amnion,Human,TiO2
2380,WISH,NRU,Amnion,Human,TiO2
2381,WISH,NRU,Amnion,Human,TiO2
2382,WISH,NRU,Amnion,Human,TiO2
2383,WISH,NRU,Amnion,Human,TiO2
2384,HEBC3-KT,AlamarBlue,Lung,Human,Ag
2385,HEBC3-KT,AlamarBlue,Lung,Human,Ag
2386,HEBC3-KT,AlamarBlue,Lung,Human,Ag
2387,HEBC3-KT,AlamarBlue,Lung,Human,Ag
2388,HEBC3-KT,AlamarBlue,Lung,Human,Ag
2389,HEBC3-KT,AlamarBlue,Lung,Human,Ag
2390,HEBC3-KT,AlamarBlue,Lung,Human,Ag
2391,HEBC3-KT,AlamarBlue,Lung,Human,Ag
2392,HEBC3-KT,AlamarBlue,Lung,Human,Au
2393,HEBC3-KT,AlamarBlue,Lung,Human,Au
2394,HEBC3-KT,AlamarBlue,Lung,Human,Au
2395,HEBC3-KT,AlamarBlue,Lung,Human,Au
2396,HEBC3-KT,AlamarBlue,Lung,Human,Au
2397,HEBC3-KT,AlamarBlue,Lung,Human,Au
2398,HEBC3-KT,AlamarBlue,Lung,Human,Au
2399,HEBC3-KT,AlamarBlue,Lung,Human,Au
2400,HEBC3-KT,AlamarBlue,Lung,Human,Pt
2401,HEBC3-KT,AlamarBlue,Lung,Human,Pt
2402,HEBC3-KT,AlamarBlue,Lung,Human,Pt
2403,HEBC3-KT,AlamarBlue,Lung,Human,Pt
2404,HEBC3-KT,AlamarBlue,Lung,Human,Pt
2405,HEBC3-KT,AlamarBlue,Lung,Human,Pt
2406,HEBC3-KT,AlamarBlue,Lung,Human,Pt
2407,HEBC3-KT,AlamarBlue,Lung,Human,Pt
2408,HDF,MTS,Skin,Human,Ag
2409,HDF,MTS,Skin,Human,Ag
2410,HDF,MTS,Skin,Human,Ag
2411,HDF,MTS,Skin,Human,Ag
2412,A549,MTS,Lung,Human,Ag
2413,A549,MTS,Lung,Human,Ag
2414,A549,MTS,Lung,Human,Ag
2415,A549,MTS,Lung,Human,Ag
2416,HDF,MTS,Skin,Human,Ag
2417,HDF,MTS,Skin,Human,Ag
2418,HDF,MTS,Skin,Human,Ag
2419,HDF,MTS,Skin,Human,Ag
2420,A549,MTS,Lung,Human,Ag
2421,A549,MTS,Lung,Human,Ag
2422,A549,MTS,Lung,Human,Ag
2423,A549,MTS,Lung,Human,Ag
2424,HDF,MTS,Skin,Human,Ag
2425,HDF,MTS,Skin,Human,Ag
2426,HDF,MTS,Skin,Human,Ag
2427,HDF,MTS,Skin,Human,Ag
2428,A549,MTS,Lung,Human,Ag
2429,A549,MTS,Lung,Human,Ag
2430,A549,MTS,Lung,Human,Ag
2431,A549,MTS,Lung,Human,Ag
2432,HDF,MTS,Skin,Human,Ag
2433,HDF,MTS,Skin,Human,Ag
2434,HDF,MTS,Skin,Human,Ag
2435,HDF,MTS,Skin,Human,Ag
2436,A549,MTS,Lung,Human,Ag
2437,A549,MTS,Lung,Human,Ag
2438,A549,MTS,Lung,Human,Ag
2439,A549,MTS,Lung,Human,Ag
2440,HDF,MTS,Skin,Human,Ag
2441,HDF,MTS,Skin,Human,Ag
2442,HDF,MTS,Skin,Human,Ag
2443,HDF,MTS,Skin,Human,Ag
2444,A549,MTS,Lung,Human,Ag
2445,A549,MTS,Lung,Human,Ag
2446,A549,MTS,Lung,Human,Ag
2447,A549,MTS,Lung,Human,Ag
2448,HDF,MTS,Skin,Human,Ag
2449,HDF,MTS,Skin,Human,Ag
2450,HDF,MTS,Skin,Human,Ag
2451,HDF,MTS,Skin,Human,Ag
2452,A549,MTS,Lung,Human,Ag
2453,A549,MTS,Lung,Human,Ag
2454,A549,MTS,Lung,Human,Ag
2455,A549,MTS,Lung,Human,Ag
2456,HDF,MTS,Skin,Human,Ag
2457,HDF,MTS,Skin,Human,Ag
2458,HDF,MTS,Skin,Human,Ag
2459,HDF,MTS,Skin,Human,Ag
2460,A549,MTS,Lung,Human,Ag
2461,A549,MTS,Lung,Human,Ag
2462,A549,MTS,Lung,Human,Ag
2463,A549,MTS,Lung,Human,Ag
2464,HDF,MTS,Skin,Human,Ag
2465,HDF,MTS,Skin,Human,Ag
2466,HDF,MTS,Skin,Human,Ag
2467,HDF,MTS,Skin,Human,Ag
2468,A549,MTS,Lung,Human,Ag
2469,A549,MTS,Lung,Human,Ag
2470,A549,MTS,Lung,Human,Ag
2471,A549,MTS,Lung,Human,Ag
2472,HDF,MTS,Skin,Human,Ag
2473,HDF,MTS,Skin,Human,Ag
2474,HDF,MTS,Skin,Human,Ag
2475,HDF,MTS,Skin,Human,Ag
2476,A549,MTS,Lung,Human,Ag
2477,A549,MTS,Lung,Human,Ag
2478,A549,MTS,Lung,Human,Ag
2479,A549,MTS,Lung,Human,Ag
2480,RAW264.7,CCK-8,Ascites,Mouse,Al2O3
2481,RAW264.7,CCK-8,Ascites,Mouse,Al2O3
2482,RAW264.7,CCK-8,Ascites,Mouse,SiO2
2483,RAW264.7,CCK-8,Ascites,Mouse,SiO2
2484,HepG2,MTT,Liver,Human,CuO
2485,HepG2,MTT,Liver,Human,CuO
2486,HepG2,MTT,Liver,Human,CuO
2487,HepG2,MTT,Liver,Human,CuO
2488,HepG2,MTT,Liver,Human,CuO
2489,HepG2,NRU,Liver,Human,CuO
2490,HepG2,NRU,Liver,Human,CuO
2491,HepG2,NRU,Liver,Human,CuO
2492,HepG2,NRU,Liver,Human,CuO
2493,HepG2,NRU,Liver,Human,CuO
2494,C6,MTT,Brain,Rat,C
2495,C6,MTT,Brain,Rat,C
2496,C6,MTT,Brain,Rat,C
2497,C6,MTT,Brain,Rat,C
2498,C6,MTT,Brain,Rat,C
2499,C6,MTT,Brain,Rat,C
2500,C6,NRU,Brain,Rat,C
2501,C6,NRU,Brain,Rat,C
2502,C6,NRU,Brain,Rat,C
2503,C6,NRU,Brain,Rat,C
2504,C6,NRU,Brain,Rat,C
2505,C6,NRU,Brain,Rat,C
2506,C6,Live/Dead,Brain,Rat,C
2507,C6,Live/Dead,Brain,Rat,C
2508,C6,Live/Dead,Brain,Rat,C
2509,V79,MTT,Lung,Hamster,C
2510,V79,MTT,Lung,Hamster,C
2511,V79,MTT,Lung,Hamster,C
2512,V79,MTT,Lung,Hamster,C
2513,V79,MTT,Lung,Hamster,C
2514,V79,MTT,Lung,Hamster,C
2515,V79,MTT,Lung,Hamster,C
2516,V79,MTT,Lung,Hamster,C
2517,V79,MTT,Lung,Hamster,C
2518,V79,MTT,Lung,Hamster,C
2519,V79,MTT,Lung,Hamster,C
2520,V79,MTT,Lung,Hamster,C
2521,C6,MTT,Brain,Rat,C
2522,C6,MTT,Brain,Rat,C
2523,C6,MTT,Brain,Rat,C
2524,C6,MTT,Brain,Rat,C
2525,C6,MTT,Brain,Rat,C
2526,C6,NRU,Brain,Rat,C
2527,C6,NRU,Brain,Rat,C
2528,C6,NRU,Brain,Rat,C
2529,C6,NRU,Brain,Rat,C
2530,C6,NRU,Brain,Rat,C
2531,C6,Live/Dead,Brain,Rat,C
2532,C6,Live/Dead,Brain,Rat,C
2533,C6,Live/Dead,Brain,Rat,C
2534,L929,MTT,SubcutaneousConnectiveTissue,Mouse,C
2535,L929,MTT,SubcutaneousConnectiveTissue,Mouse,C
2536,L929,MTT,SubcutaneousConnectiveTissue,Mouse,C
2537,L929,MTT,SubcutaneousConnectiveTissue,Mouse,C
2538,L929,NRU,SubcutaneousConnectiveTissue,Mouse,C
2539,L929,NRU,SubcutaneousConnectiveTissue,Mouse,C
2540,L929,NRU,SubcutaneousConnectiveTissue,Mouse,C
2541,L929,NRU,SubcutaneousConnectiveTissue,Mouse,C
2542,L929,Live/Dead,SubcutaneousConnectiveTissue,Mouse,C
2543,L929,Live/Dead,SubcutaneousConnectiveTissue,Mouse,C
2544,L929,Live/Dead,SubcutaneousConnectiveTissue,Mouse,C
2545,HEK293,MTT,Kidney,Human,C
2546,HEK293,MTT,Kidney,Human,C
2547,HEK293,MTT,Kidney,Human,C
2548,HEK293,MTT,Kidney,Human,C
2549,HEK293,MTT,Kidney,Human,C
2550,HEK293,MTT,Kidney,Human,C
2551,mDF,MTT,Skin,Mouse,C
2552,mDF,MTT,Skin,Mouse,C
2553,mDF,MTT,Skin,Mouse,C
2554,mDF,MTT,Skin,Mouse,C
2555,mDF,MTT,Skin,Mouse,C
2556,mDF,MTT,Skin,Mouse,C
2557,mDF,MTT,Skin,Mouse,C
2558,mDF,MTT,Skin,Mouse,C
2559,mDF,MTT,Skin,Mouse,C
2560,mDF,MTT,Skin,Mouse,C
2561,mDF,MTT,Skin,Mouse,C
2562,mDF,MTT,Skin,Mouse,C
2563,mDF,MTT,Skin,Mouse,C
2564,mDF,MTT,Skin,Mouse,C
2565,mDF,MTT,Skin,Mouse,C
2566,mDF,MTT,Skin,Mouse,C
2567,mDF,MTT,Skin,Mouse,C
2568,mDF,MTT,Skin,Mouse,C
2569,mDF,MTT,Skin,Mouse,C
2570,mDF,MTT,Skin,Mouse,C
2571,mDF,MTT,Skin,Mouse,C
2572,mDF,MTT,Skin,Mouse,C
2573,mDF,MTT,Skin,Mouse,C
2574,mDF,MTT,Skin,Mouse,C
2575,mDF,MTT,Skin,Mouse,C
2576,mDF,MTT,Skin,Mouse,C
2577,mDF,MTT,Skin,Mouse,C
2578,mDF,MTT,Skin,Mouse,C
2579,mDF,MTT,Skin,Mouse,C
2580,mDF,MTT,Skin,Mouse,C
2581,mDF,MTT,Skin,Mouse,Fe3O4
2582,mDF,MTT,Skin,Mouse,Fe3O4
2583,mDF,MTT,Skin,Mouse,Fe3O4
2584,mDF,MTT,Skin,Mouse,Fe3O4
2585,mDF,MTT,Skin,Mouse,Fe3O4
2586,mDF,MTT,Skin,Mouse,Fe3O4
2587,mDF,MTT,Skin,Mouse,Fe3O4
2588,mDF,MTT,Skin,Mouse,Fe3O4
2589,mDF,MTT,Skin,Mouse,Fe3O4
2590,mDF,MTT,Skin,Mouse,Fe3O4
2591,mDF,MTT,Skin,Mouse,Fe3O4
2592,mDF,MTT,Skin,Mouse,Fe3O4
2593,mDF,MTT,Skin,Mouse,Fe3O4
2594,mDF,MTT,Skin,Mouse,Fe3O4
2595,mDF,MTT,Skin,Mouse,Fe3O4
2596,hPDLF,MTT,Teeth,Human,C
2597,hPDLF,MTT,Teeth,Human,C
2598,hPDLF,MTT,Teeth,Human,C
2599,hPDLF,MTT,Teeth,Human,C
2600,hPDLF,MTT,Teeth,Human,C
2601,hPDLF,MTT,Teeth,Human,C
2602,hPDLF,MTT,Teeth,Human,C
2603,hPDLF,MTT,Teeth,Human,C
2604,hPDLF,MTT,Teeth,Human,C
2605,hPDLF,MTT,Teeth,Human,C
2606,hPDLF,MTT,Teeth,Human,C
2607,hPDLF,MTT,Teeth,Human,C
2608,hPDLF,MTT,Teeth,Human,C
2609,hPDLF,MTT,Teeth,Human,C
2610,hPDLF,MTT,Teeth,Human,C
2611,hPDLF,MTT,Teeth,Human,C
2612,hPDLF,MTT,Teeth,Human,C
2613,hPDLF,MTT,Teeth,Human,C
2614,hPDLF,MTT,Teeth,Human,C
2615,hPDLF,MTT,Teeth,Human,C
2616,hPDLF,MTT,Teeth,Human,C
2617,hPDLF,MTT,Teeth,Human,C
2618,hPDLF,MTT,Teeth,Human,C
2619,hPDLF,MTT,Teeth,Human,C
2620,hPDLF,MTT,Teeth,Human,C
2621,hPDLF,MTT,Teeth,Human,C
2622,hPDLF,MTT,Teeth,Human,C
2623,hPDLF,MTT,Teeth,Human,C
2624,hPDLF,MTT,Teeth,Human,C
2625,hPDLF,MTT,Teeth,Human,C
2626,hPDLF,MTT,Teeth,Human,Fe3O4
2627,hPDLF,MTT,Teeth,Human,Fe3O4
2628,hPDLF,MTT,Teeth,Human,Fe3O4
2629,hPDLF,MTT,Teeth,Human,Fe3O4
2630,hPDLF,MTT,Teeth,Human,Fe3O4
2631,hPDLF,MTT,Teeth,Human,Fe3O4
2632,hPDLF,MTT,Teeth,Human,Fe3O4
2633,hPDLF,MTT,Teeth,Human,Fe3O4
2634,hPDLF,MTT,Teeth,Human,Fe3O4
2635,hPDLF,MTT,Teeth,Human,Fe3O4
2636,hPDLF,MTT,Teeth,Human,Fe3O4
2637,hPDLF,MTT,Teeth,Human,Fe3O4
2638,hPDLF,MTT,Teeth,Human,Fe3O4
2639,hPDLF,MTT,Teeth,Human,Fe3O4
2640,hPDLF,MTT,Teeth,Human,Fe3O4
2641,NR8383,MTT,Lung,Rat,C
2642,NR8383,MTT,Lung,Rat,C
2643,NR8383,MTT,Lung,Rat,C
2644,NR8383,MTT,Lung,Rat,C
2645,NR8383,MTT,Lung,Rat,C
2646,NR8383,MTT,Lung,Rat,C
2647,NR8383,MTT,Lung,Rat,C
2648,NR8383,MTT,Lung,Rat,C
2649,NR8383,MTT,Lung,Rat,C
2650,NR8383,MTT,Lung,Rat,C
2651,NR8383,MTT,Lung,Rat,C
2652,NR8383,MTT,Lung,Rat,C
2653,NR8383,MTT,Lung,Rat,C
2654,NR8383,MTT,Lung,Rat,C
2655,NR8383,MTT,Lung,Rat,C
2656,NR8383,MTT,Lung,Rat,C
2657,NR8383,MTT,Lung,Rat,C
2658,NR8383,MTT,Lung,Rat,C
2659,NR8383,MTT,Lung,Rat,C
2660,NR8383,MTT,Lung,Rat,C
2661,NR8383,MTT,Lung,Rat,C
2662,NR8383,MTT,Lung,Rat,C
2663,NR8383,MTT,Lung,Rat,C
2664,NR8383,MTT,Lung,Rat,C
2665,NR8383,AlamarBlue,Lung,Rat,C
2666,NR8383,AlamarBlue,Lung,Rat,C
2667,NR8383,AlamarBlue,Lung,Rat,C
2668,NR8383,AlamarBlue,Lung,Rat,C
2669,NR8383,AlamarBlue,Lung,Rat,C
2670,NR8383,AlamarBlue,Lung,Rat,C
2671,NR8383,AlamarBlue,Lung,Rat,C
2672,NR8383,AlamarBlue,Lung,Rat,C
2673,NR8383,AlamarBlue,Lung,Rat,C
2674,NR8383,AlamarBlue,Lung,Rat,C
2675,NR8383,AlamarBlue,Lung,Rat,C
2676,NR8383,AlamarBlue,Lung,Rat,C
2677,NR8383,AlamarBlue,Lung,Rat,C
2678,NR8383,AlamarBlue,Lung,Rat,C
2679,NR8383,AlamarBlue,Lung,Rat,C
2680,NR8383,AlamarBlue,Lung,Rat,C
2681,NR8383,AlamarBlue,Lung,Rat,C
2682,NR8383,AlamarBlue,Lung,Rat,C
2683,NR8383,AlamarBlue,Lung,Rat,C
2684,NR8383,AlamarBlue,Lung,Rat,C
2685,NR8383,AlamarBlue,Lung,Rat,C
2686,NR8383,AlamarBlue,Lung,Rat,C
2687,NR8383,AlamarBlue,Lung,Rat,C
2688,NR8383,AlamarBlue,Lung,Rat,C
2689,RAW264.7,WST-1,Ascites,Mouse,C
2690,RAW264.7,WST-1,Ascites,Mouse,C
2691,RAW264.7,WST-1,Ascites,Mouse,C
2692,RAW264.7,WST-1,Ascites,Mouse,C
2693,RAW264.7,WST-1,Ascites,Mouse,C
2694,RAW264.7,WST-1,Ascites,Mouse,C
2695,RAW264.7,WST-1,Ascites,Mouse,C
2696,RAW264.7,WST-1,Ascites,Mouse,C
2697,RAW264.7,WST-1,Ascites,Mouse,C
2698,RAW264.7,WST-1,Ascites,Mouse,C
2699,RAW264.7,WST-1,Ascites,Mouse,C
2700,RAW264.7,WST-1,Ascites,Mouse,C
2701,RAW264.7,WST-1,Ascites,Mouse,C
2702,RAW264.7,WST-1,Ascites,Mouse,C
2703,RAW264.7,WST-1,Ascites,Mouse,C
2704,Macrophages,WST-1,Peritoneal Cavity,Mouse,C
2705,Macrophages,WST-1,Peritoneal Cavity,Mouse,C
2706,Macrophages,WST-1,Peritoneal Cavity,Mouse,C
2707,Macrophages,WST-1,Peritoneal Cavity,Mouse,C
2708,Macrophages,WST-1,Peritoneal Cavity,Mouse,C
2709,Macrophages,WST-1,Peritoneal Cavity,Mouse,C
2710,Macrophages,WST-1,Peritoneal Cavity,Mouse,C
2711,Macrophages,WST-1,Peritoneal Cavity,Mouse,C
2712,Macrophages,WST-1,Peritoneal Cavity,Mouse,C
2713,Macrophages,WST-1,Peritoneal Cavity,Mouse,C
2714,Macrophages,WST-1,Peritoneal Cavity,Mouse,C
2715,Macrophages,WST-1,Peritoneal Cavity,Mouse,C
2716,Macrophages,WST-1,Peritoneal Cavity,Mouse,C
2717,Macrophages,WST-1,Peritoneal Cavity,Mouse,C
2718,Macrophages,WST-1,Peritoneal Cavity,Mouse,C
2719,V79,MTS,Lung,Hamster,C
2720,V79,MTS,Lung,Hamster,C
2721,V79,MTS,Lung,Hamster,C
2722,V79,MTS,Lung,Hamster,C
2723,V79,MTS,Lung,Hamster,C
2724,V79,MTS,Lung,Hamster,C
2725,V79,MTS,Lung,Hamster,C
2726,V79,MTS,Lung,Hamster,C
2727,V79,MTS,Lung,Hamster,C
2728,V79,MTS,Lung,Hamster,C
2729,V79,MTS,Lung,Hamster,C
2730,V79,MTS,Lung,Hamster,C
2731,V79,MTS,Lung,Hamster,C
2732,V79,MTS,Lung,Hamster,C
2733,V79,MTS,Lung,Hamster,C
2734,V79,MTS,Lung,Hamster,C
2735,V79,MTS,Lung,Hamster,C
2736,V79,MTS,Lung,Hamster,C
2737,V79,MTS,Lung,Hamster,C
2738,V79,MTS,Lung,Hamster,C
2739,V79,MTS,Lung,Hamster,C
2740,V79,MTS,Lung,Hamster,C
2741,V79,MTS,Lung,Hamster,C
2742,V79,MTS,Lung,Hamster,C
2743,A549,MTS,Lung,Human,C
2744,A549,MTS,Lung,Human,C
2745,A549,MTS,Lung,Human,C
2746,A549,MTS,Lung,Human,C
2747,A549,MTS,Lung,Human,C
2748,A549,MTS,Lung,Human,C
2749,A549,MTS,Lung,Human,C
2750,A549,MTS,Lung,Human,C
2751,A549,MTS,Lung,Human,C
2752,A549,MTS,Lung,Human,C
2753,A549,MTS,Lung,Human,C
2754,A549,MTS,Lung,Human,C
2755,A549,MTS,Lung,Human,C
2756,A549,MTS,Lung,Human,C
2757,A549,MTS,Lung,Human,C
2758,A549,MTS,Lung,Human,C
2759,A549,MTS,Lung,Human,C
2760,A549,MTS,Lung,Human,C
2761,A549,MTS,Lung,Human,C
2762,A549,MTS,Lung,Human,C
2763,A549,MTS,Lung,Human,C
2764,A549,MTS,Lung,Human,C
2765,A549,MTS,Lung,Human,C
2766,A549,MTS,Lung,Human,C
2767,HUVEC,CCK-8,Umbilical Vein,Human,C
2768,HUVEC,CCK-8,Umbilical Vein,Human,C
2769,HUVEC,CCK-8,Umbilical Vein,Human,C
2770,HUVEC,CCK-8,Umbilical Vein,Human,C
2771,HUVEC,CCK-8,Umbilical Vein,Human,C
2772,HUVEC,CCK-8,Umbilical Vein,Human,C
2773,HUVEC,CCK-8,Umbilical Vein,Human,C
2774,HUVEC,CCK-8,Umbilical Vein,Human,C
2775,HUVEC,CCK-8,Umbilical Vein,Human,C
2776,HUVEC,CCK-8,Umbilical Vein,Human,C
2777,HUVEC,CCK-8,Umbilical Vein,Human,C
2778,HUVEC,CCK-8,Umbilical Vein,Human,C
2779,HUVEC,CCK-8,Umbilical Vein,Human,C
2780,HUVEC,CCK-8,Umbilical Vein,Human,C
2781,HUVEC,CCK-8,Umbilical Vein,Human,C
2782,HUVEC,CCK-8,Umbilical Vein,Human,C
2783,HUVEC,CCK-8,Umbilical Vein,Human,C
2784,HUVEC,CCK-8,Umbilical Vein,Human,C
2785,HUVEC,CCK-8,Umbilical Vein,Human,C
2786,HUVEC,CCK-8,Umbilical Vein,Human,C
2787,HUVEC,CCK-8,Umbilical Vein,Human,C
2788,HUVEC,CCK-8,Umbilical Vein,Human,C
2789,HUVEC,CCK-8,Umbilical Vein,Human,C
2790,HUVEC,CCK-8,Umbilical Vein,Human,C
2791,HUVEC,CCK-8,Umbilical Vein,Human,C
2792,HUVEC,NRU,Umbilical Vein,Human,C
2793,HUVEC,NRU,Umbilical Vein,Human,C
2794,HUVEC,NRU,Umbilical Vein,Human,C
2795,HUVEC,NRU,Umbilical Vein,Human,C
2796,HUVEC,NRU,Umbilical Vein,Human,C
2797,HUVEC,NRU,Umbilical Vein,Human,C
2798,HUVEC,NRU,Umbilical Vein,Human,C
2799,HUVEC,NRU,Umbilical Vein,Human,C
2800,HUVEC,NRU,Umbilical Vein,Human,C
2801,HUVEC,NRU,Umbilical Vein,Human,C
2802,U87,MTT,Brain,Human,C
2803,U87,MTT,Brain,Human,C
2804,U87,MTT,Brain,Human,C
2805,U87,MTT,Brain,Human,C
2806,U87,MTT,Brain,Human,C
2807,U87,MTT,Brain,Human,C
2808,C3A,MTT,Liver,Human,C
2809,C3A,MTT,Liver,Human,C
2810,C3A,MTT,Liver,Human,C
2811,C3A,MTT,Liver,Human,C
2812,C3A,MTT,Liver,Human,C
2813,C3A,MTT,Liver,Human,C
2814,U87,MTT,Brain,Human,C
2815,U87,MTT,Brain,Human,C
2816,U87,MTT,Brain,Human,C
2817,U87,MTT,Brain,Human,C
2818,U87,MTT,Brain,Human,C
2819,U87,MTT,Brain,Human,C
2820,C3A,MTT,Liver,Human,C
2821,C3A,MTT,Liver,Human,C
2822,C3A,MTT,Liver,Human,C
2823,C3A,MTT,Liver,Human,C
2824,C3A,MTT,Liver,Human,C
2825,C3A,MTT,Liver,Human,C
2826,CCL-110,MTS,Skin,Human,Ag
2827,CCL-110,MTS,Skin,Human,Ag
2828,CCL-110,MTS,Skin,Human,Ag
2829,CCL-110,MTS,Skin,Human,Ag
2830,CCL-110,MTS,Skin,Human,Ag
2831,CCL-110,MTS,Skin,Human,Ag
2832,CCL-110,MTS,Skin,Human,Ag
2833,CCL-110,MTS,Skin,Human,Ag
2834,CCL-110,MTS,Skin,Human,Ag
2835,CCL-110,MTS,Skin,Human,Ag
2836,CCL-110,MTS,Skin,Human,Ag
2837,CCL-110,MTS,Skin,Human,Ag
2838,CCL-110,MTS,Skin,Human,Ag
2839,CCL-110,MTS,Skin,Human,Ag
2840,CCL-110,MTS,Skin,Human,Ag
2841,CCL-110,MTS,Skin,Human,Ag
2842,CCL-110,MTS,Skin,Human,Au
2843,CCL-110,MTS,Skin,Human,Au
2844,CCL-110,MTS,Skin,Human,Au
2845,CCL-110,MTS,Skin,Human,Au
2846,CCL-110,MTS,Skin,Human,Au
2847,CCL-110,MTS,Skin,Human,Au
2848,CCL-110,MTS,Skin,Human,Au
2849,CCL-110,MTS,Skin,Human,Au
2850,CCL-110,MTS,Skin,Human,Au
2851,CCL-110,MTS,Skin,Human,Au
2852,CCL-110,MTS,Skin,Human,Au
2853,CCL-110,MTS,Skin,Human,Au
2854,CCL-110,MTS,Skin,Human,Au
2855,CCL-110,MTS,Skin,Human,Au
2856,CCL-110,MTS,Skin,Human,Au
2857,CCL-110,MTS,Skin,Human,Au
2858,CCL-110,MTS,Skin,Human,Ag
2859,CCL-110,MTS,Skin,Human,Ag
2860,CCL-110,MTS,Skin,Human,Ag
2861,CCL-110,MTS,Skin,Human,Ag
2862,CCL-110,MTS,Skin,Human,Ag
2863,CCL-110,MTS,Skin,Human,Ag
2864,CCL-110,MTS,Skin,Human,Ag
2865,CCL-110,MTS,Skin,Human,Ag
2866,CCL-110,MTS,Skin,Human,Au
2867,CCL-110,MTS,Skin,Human,Au
2868,CCL-110,MTS,Skin,Human,Au
2869,CCL-110,MTS,Skin,Human,Au
2870,CCL-110,MTS,Skin,Human,Au
2871,CCL-110,MTS,Skin,Human,Au
2872,CCL-110,MTS,Skin,Human,Au
2873,CCL-110,MTS,Skin,Human,Au
2874,CCL-110,MTS,Skin,Human,Au
2875,CCL-110,MTS,Skin,Human,Au
2876,CCL-110,MTS,Skin,Human,Au
2877,CCL-110,MTS,Skin,Human,Au
2878,CCL-110,MTS,Skin,Human,Au
2879,CCL-110,MTS,Skin,Human,Au
2880,HaCat,AlamarBlue,Skin,Human,Ag
2881,HaCat,AlamarBlue,Skin,Human,Ag
2882,HaCat,AlamarBlue,Skin,Human,Ag
2883,HaCat,AlamarBlue,Skin,Human,Ag
2884,HaCat,AlamarBlue,Skin,Human,Ag
2885,HaCat,AlamarBlue,Skin,Human,Ag
2886,HaCat,AlamarBlue,Skin,Human,Ag
2887,HaCat,AlamarBlue,Skin,Human,Ag
2888,HaCat,AlamarBlue,Skin,Human,Ag
2889,HaCat,AlamarBlue,Skin,Human,Ag
2890,HaCat,AlamarBlue,Skin,Human,Ag
